nplid;namn;atc_kod;form;form_kod;styrka
19950628000020;Xanor® Depot;N05BA12;Depottablett;PRRETA;1 mg
19950628000037;Xanor® Depot;N05BA12;Depottablett;PRRETA;2 mg
19950628000044;Xanor® Depot;N05BA12;Depottablett;PRRETA;3 mg
19950628000051;Coramil;C08DB01;Depotkapsel, hård;PRRECH;200 mg
19950628000068;Coramil;C08DB01;Depotkapsel, hård;PRRECH;300 mg
19950628000075;Viscotears®;S01XA20;Ögongel;EYEGEL;2 mg/g
19950628000082;Act-HIB® Polio;J07CA04;Pulver och vätska till injektionsvätska, suspension;PSSUIJ;
19950705000011;Dectomax® vet.;QP54AA03;Injektionsvätska, lösning;SOLINJ;10 mg/ml
19950705000035;Drontal® vet.;QP52AA51;Filmdragerad tablett;FICOTA;230 mg/20 mg
19950705000042;Ipren;M01AE01;Filmdragerad tablett;FICOTA;600 mg
19950802000013;Efexor®;N06AX16;Tablett;TABLET;37,5 mg
19950802000020;Efexor®;N06AX16;Tablett;TABLET;75 mg
19950802000037;Lamictal®;N03AX09;Tuggtablett/dispergerbar tablett;CHDITA;5 mg
19950802000044;Lamictal®;N03AX09;Tuggtablett/dispergerbar tablett;CHDITA;25 mg
19950802000051;Lamictal®;N03AX09;Tuggtablett/dispergerbar tablett;CHDITA;100 mg
19950802000068;Azitromax;J01FA10;Filmdragerad tablett;FICOTA;250 mg
19950802000075;Azitromax;J01FA10;Filmdragerad tablett;FICOTA;500 mg
19950816000030;Fragmin® (med konserveringsmedel);B01AB04;Injektionsvätska, lösning;SOLINJ;25000 IE/ml
19950824000015;Echinagard;R02;Orala droppar, lösning;ORDRSO;
19950830000016;Amaryl®;A10BB12;Tablett;TABLET;1 mg
19950830000023;Amaryl®;A10BB12;Tablett;TABLET;2 mg
19950830000030;Amaryl®;A10BB12;Tablett;TABLET;3 mg
19950905000019;Fontex® Basal;N06AB03;Kapsel, hård;CAPHAR;20 mg
19950905000026;Fontex®;N06AB03;Oral lösning;ORASOL;4 mg/ml
19950913000018;Voltaren®;M01AB05;Suppositorium;SUPPOS;25 mg
19950913000025;Primodog vet.;QI07AD01;Injektionsvätska, suspension;SUSINJ;
19950913000032;Famvir®;J05AB09;Filmdragerad tablett;FICOTA;125 mg
19950915000016;Nobligan®;N02AX02;Kapsel, hård;CAPHAR;50 mg
19950915000023;Nobligan®;N02AX02;Injektionsvätska, lösning;SOLINJ;50 mg/ml
19950915000030;Arteoptic;S01ED05;Ögondroppar, lösning;EYDRSO;10 mg/ml
19950915000047;Arteoptic;S01ED05;Ögondroppar, lösning;EYDRSO;20 mg/ml
19950915000054;Narop®;N01BB09;Injektions-/infusionsvätska, lösning;SOIJIF;2 mg/ml
19950915000061;Narop®;N01BB09;Injektionsvätska, lösning;SOLINJ;7,5 mg/ml
19950915000078;Narop®;N01BB09;Injektionsvätska, lösning;SOLINJ;10 mg/ml
19950915000085;Sevorane®;N01AB08;Inhalationsånga, vätska;INVALI;
19950927000011;Mianserin Viatris;N06AX03;Filmdragerad tablett;FICOTA;60 mg
19950927000028;Cyproteron Mylan;G03HA01;Tablett;TABLET;50 mg
19950927000066;Estraderm® Matrix;G03CA03;Depotplåster;TRAPAT;25 mikrogram/24 timmar
19950927000080;Belivon;N05AX08;Oral lösning;ORASOL;1 mg/ml
19951011000030;Femanest®;G03CA03;Tablett;TABLET;1 mg
19951011000047;Femanest®;G03CA03;Tablett;TABLET;2 mg
19951011000054;Femanor®;G03FA01;Tablett;TABLET;
19951011000061;Femasekvens®;G03FB05;Tablett;TABLET;
19951011000078;Anandron®;L02BB02;Tablett;TABLET;150 mg
19951011000085;Xenetix;V08AB11;Injektionsvätska, lösning;SOLINJ;250 mg I/ml
19951011000092;Xenetix;V08AB11;Injektionsvätska, lösning;SOLINJ;300 mg I/ml
19951011000108;Xenetix;V08AB11;Injektionsvätska, lösning;SOLINJ;350 mg I/ml
19951011000115;Retrovir®;J05AF01;Filmdragerad tablett;FICOTA;300 mg
19951011000122;Premelle®;G03FA12;Tablett;TABLET;0,625 mg/5 mg
19951011000139;Didronate® 400 mg + Calcium 500 mg;M05BB01;Tablett;TABLET;
19951011000146;Tylan® vet.;QJ01FA90;Premix till medicinfoder;PRMEFE;10 %
19951011000153;Alvedon®;N02BE01;Pulver till oral lösning i dospåse;POSOSA;500 mg
19951018000026;Orudis®;M02AA10;Gel;GEL1;2,5 %
19951020000014;Mivacron®;M03AC10;Injektionsvätska, lösning;SOLINJ;2 mg/ml
19951020000038;Panodil® Forte;N02BE01;Filmdragerad tablett;FICOTA;1 g
19951020000045;Ergenyl;N03AG01;Orala droppar, lösning;ORDRSO;200 mg/ml
19951020000052;Ergenyl;N03AG01;Enterotablett;GARETA;100 mg
19951020000069;Ergenyl;N03AG01;Enterotablett;GARETA;300 mg
19951020000076;Ergenyl;N03AG01;Enterotablett;GARETA;500 mg
19951020000083;Ergenyl;N03AG01;Oral lösning;ORASOL;60 mg/ml
19951025000019;Climara®;G03CA03;Depotplåster;TRAPAT;50 mikrogram/24 timmar
19951025000026;Climara®;G03CA03;Depotplåster;TRAPAT;100 mikrogram/24 timmar
19951025000033;Dotarem;V08CA02;Injektionsvätska, lösning;SOLINJ;279,3 mg/ml
19951025000040;Andolex;A01AD02;Munsköljvätska;MOUWAS;1,5 mg/ml
19951031000010;Aredia®;M05BA03;Pulver och vätska till infusionsvätska, lösning;PSSOIF;90 mg
19951101000018;Innohep®;B01AB10;Injektionsvätska, lösning i förfylld spruta;SOIJPS;10000 anti-Xa IE/ml
19951101000025;Valerina Forte;N05;Filmdragerad tablett;FICOTA;
19951108000011;Octagam®;J06BA02;Infusionsvätska, lösning;SOLINF;50 mg/ml
19951108000028;Cortimyk;D01AC20;Kräm;CREAM;20 mg/g + 10 mg/g
19951108000035;Mikonazol CCS;D01AC02;Kräm;CREAM;2 %
19951108000042;Prioderm®;P03AX03;Kutan lösning;CUTSOL;0,5 %
19951108000059;Prioderm®;P03AX03;Schampo;SHAMPO;1 %
19951108000073;Oestriol Aspen;G03CA04;Tablett;TABLET;1 mg
19951108000080;Oestriol Imi Pharma®;G03CA04;Tablett;TABLET;2 mg
19951108000103;Ditropan;G04BD04;Tablett;TABLET;5 mg
19951122000035;Mobic®;M01AC06;Tablett;TABLET;7,5 mg
19951122000042;Mobic®;M01AC06;Tablett;TABLET;15 mg
19951122000059;Mobic;M01AC06;Suppositorium;SUPPOS;15 mg
19951122000066;Mobic®;M01AC06;Injektionsvätska, lösning;SOLINJ;10 mg/ml
19951122000073;Glavamin;B05BA01;Infusionsvätska, lösning;SOLINF;
19951122000080;Trinipatch;C01DA02;Depotplåster;TRAPAT;5 mg/24 timmar
19951122000097;Trinipatch;C01DA02;Depotplåster;TRAPAT;10 mg/24 timmar
19951122000103;Kytril®;A04AA02;Filmdragerad tablett;FICOTA;2 mg
19951127000016;Taxotere®;L01CD02;Koncentrat och vätska till infusionsvätska, lösning;CSSOIF;20 mg/0,5 ml
19951127000023;Taxotere®;L01CD02;Koncentrat och vätska till infusionsvätska, lösning;CSSOIF;80 mg/2 ml
19951130000010;Betaferon®;L03AB08;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;250 mikrogram/ml
19951201000017;Tolfedine vet;QM01AG02;Injektionsvätska, lösning;SOLINJ;40 mg/ml
19951201000024;Tolfedine vet;QM01AG02;Tablett;TABLET;6 mg
19951201000031;Tolfedine vet;QM01AG02;Tablett;TABLET;60 mg
19951201000048;Frontline vet.;QP53AX15;Kutan spray, lösning;CUSPSO;2,5 mg/ml
19951206000012;Laktulos Solvay;A06AD11;Oral lösning;ORASOL;670 mg/ml
19951206000029;Aspirin Cardio;B01AC06;Tablett;TABLET;40 mg
19951206000036;Fluorette® cherry-mint;A01AA01;Medicinskt tuggummi;MECHGU;0,25 mg
19951208000027;Retinova;D10AD01;Kräm;CREAM;0,05 %
19951220000012;Prograf;L04AD02;Kapsel, hård;CAPHAR;1 mg
19951220000029;Prograf;L04AD02;Kapsel, hård;CAPHAR;5 mg
19951220000036;Prograf;L04AD02;Koncentrat till infusionsvätska, lösning;COSINF;5 mg/ml
19951220000043;Medigen-TC;V09FX01;Radionuklidgenerator;RANUGE;6-72 GBq
19951220000050;Lioresal®;M03BX01;Injektions-/infusionsvätska, lösning;SOIJIF;50 mikrogram/ml
19951220000067;Lioresal®;M03BX01;Injektions-/infusionsvätska, lösning;SOIJIF;0,5 mg/ml
19951220000074;Lioresal®;M03BX01;Injektions-/infusionsvätska, lösning;SOIJIF;2 mg/ml
19951220000081;Elumatic III;V09FX01;Radionuklidgenerator;RANUGE;2-20 GBq
19951221000011;Echinagard;R02;Sugtablett;LOZENG;
19951222000010;Nimbex®;M03AC11;Injektionsvätska, lösning;SOLINJ;2 mg/ml
19951222000027;Nimbex;M03AC11;Injektionsvätska, lösning;SOLINJ;5 mg/ml
19960110000018;Pamorelin®;L02AE04;Pulver och vätska till injektionsvätska, depotsuspension;PSPRSI;3,75 mg
19960111000017;Acellulärt pertussisvaccin komb.m.difteri och teta;J07AJ52;Injektionsvätska, suspension;SUSINJ;
19960111000031;Infanrix®;J07AJ52;Injektionsvätska, suspension;SUSINJ;
19960124000011;Topimax®;N03AX11;Filmdragerad tablett;FICOTA;25 mg
19960124000028;Topimax®;N03AX11;Filmdragerad tablett;FICOTA;50 mg
19960124000035;Topimax®;N03AX11;Filmdragerad tablett;FICOTA;100 mg
19960124000042;Topimax®;N03AX11;Filmdragerad tablett;FICOTA;200 mg
19960207000013;Natriumjodid (I-123) Curiumpharma;V09FX02;Injektionsvätska, lösning;SOLINJ;37 MBq/ml
19960207000020;Dimor®;A07DA03;Filmdragerad tablett;FICOTA;2 mg
19960207000037;Betoptic S;S01ED02;Ögondroppar, suspension i endosbehållare;EDSUSD;2,5 mg/ml
19960207000044;DiTeKik;J07AJ52;Injektionsvätska, suspension;SUSINJ;
19960207000051;Kaliumjodid SERB;V03AB21;Tablett;TABLET;65 mg
19960214000013;CellCept®;L04AA06;Kapsel, hård;CAPHAR;250 mg
19960214000020;CellCept®;L04AA06;Filmdragerad tablett;FICOTA;500 mg
19960215000012;Fragmin®;B01AB04;Injektionsvätska, lösning i förfylld spruta;SOIJPS;7500 IE
19960221000013;MIBG (I-123) Curiumpharma;V09IX01;Injektionsvätska, lösning;SOLINJ;74 MBq/ml
19960221000037;Natriumjodid (I-131) MAP;V10XA01;Kapsel, hård;CAPHAR;37-7400 MBq
19960221000044;Fentanyl Actavis;N01AH01;Injektionsvätska, lösning;SOLINJ;50 mikrogram/ml
19960221000068;MIBG (I-131) Mallinckrodt Medical;V09IX02;Injektionsvätska, lösning;SOLINJ;37 MBq/ml
19960223000011;NovoSeven®;B02BD08;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;1,2 mg
19960223000028;NovoSeven®;B02BD08;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;2,4 mg
19960223000035;NovoSeven®;B02BD08;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;4,8 mg
19960228000016;Remeron®;N06AX11;Filmdragerad tablett;FICOTA;15 mg
19960228000023;Remeron®;N06AX11;Filmdragerad tablett;FICOTA;30 mg
19960229000015;Porcilis® Porcoli;QI09AB02;Injektionsvätska, emulsion;EMUINJ;
19960306000013;Calcichew-D3 Citron;A12AX;Tuggtablett;CHETAB;500 mg/400 IE
19960306000020;Vicks Vaporub;R05X;Salva;OINTME;
19960315000011;Romefen vet.;QM01AE03;Tablett;TABLET;20 mg
19960320000013;Recofol;N01AX10;Injektionsvätska/infusionsvätska, emulsion;EMINIF;10 mg/ml
19960320000020;Barcan;M01AB16;Filmdragerad tablett;FICOTA;100 mg
19960320000037;Tallium (Tl-201)klorid MAP;V09GX01;Injektionsvätska, lösning;SOLINJ;37 MBq/ml
19960320000044;Bifluorid 12;A01AA30;Dentalsuspension;DENSUS;
19960320000051;Ketodur;N02AB01;Depotkapsel, hård;PRRECH;10 mg
19960320000068;Ketodur;N02AB01;Depotkapsel, hård;PRRECH;25 mg
19960320000075;Amphocil;J02AA01;Pulver till koncentrat till infusionsvätska, lösning;PCSOIF;5 mg/ml
19960320000082;Cozaar® Comp;C09DA01;Filmdragerad tablett;FICOTA;50 mg/12,5 mg
19960320000099;Renocis;V09CA02;Beredningssats för radioaktivt läkemedel;KIRAPR;1 mg
19960329000014;Valerina Natt;N05;Tablett;TABLET;
19960403000015;Airomir;R03AC02;Inhalationsspray, suspension;PRINSU;0,1 mg/dos
19960403000022;Receptal® vet.;QH01CA90;Injektionsvätska, lösning;SOLINJ;4 mikrogram/ml
19960403000039;Enacard vet.;QC09AA02;Tablett;TABLET;1 mg
19960403000046;Enacard vet.;QC09AA02;Tablett;TABLET;2,5 mg
19960403000053;Enacard vet.;QC09AA02;Tablett;TABLET;5 mg
19960403000060;Enacard vet.;QC09AA02;Tablett;TABLET;10 mg
19960403000077;Enacard vet.;QC09AA02;Tablett;TABLET;20 mg
19960403000107;Uromitexan®;V03AF01;Filmdragerad tablett;FICOTA;400 mg
19960403000114;Uromitexan®;V03AF01;Filmdragerad tablett;FICOTA;600 mg
19960412000013;Xefo;M01AC05;Filmdragerad tablett;FICOTA;4 mg
19960412000020;Xefo;M01AC05;Filmdragerad tablett;FICOTA;8 mg
19960412000037;Rinivent;R01AX03;Nässpray, lösning;NASPSO;21 mikrogram/dos
19960412000044;Casodex®;L02BB03;Filmdragerad tablett;FICOTA;50 mg
19960412000051;Etopofos;L01CB01;Pulver till infusionsvätska, lösning;POSOIF;100 mg
19960412000068;Tagamet;A02BA01;Tablett;TABLET;100 mg
19960412000075;Arimidex®;L02BG03;Filmdragerad tablett;FICOTA;1 mg
19960417000018;Clinimix N9G15E;B05BA10;Infusionsvätska, lösning;SOLINF;
19960417000025;Clinimix N9G20E;B05BA10;Infusionsvätska, lösning;SOLINF;
19960417000032;Clinimix N12G20E;B05BA10;Infusionsvätska, lösning;SOLINF;
19960417000049;Clinimix N14G30E;B05BA10;Infusionsvätska, lösning;SOLINF;
19960417000056;Clinimix N17G35E;B05BA10;Infusionsvätska, lösning;SOLINF;
19960417000063;Clinimix N12G20;B05BA10;Infusionsvätska, lösning;SOLINF;
19960417000070;Clinimix N14G30;B05BA10;Infusionsvätska, lösning;SOLINF;
19960417000087;Clinimix N17G35;B05BA10;Infusionsvätska, lösning;SOLINF;
19960417000094;Dipeptiven;B05XB02;Koncentrat till infusionsvätska, lösning;COSINF;200 mg/ml
19960426000016;Atrinord® DO vet.;QI09AB05;Injektionsvätska, suspension;SUSINJ;10 mikrogram/ml
19960430000019;Humalog®;A10AB04;Injektionsvätska, lösning;SOLINJ;100 E/ml
19960430000026;Humalog®;A10AB04;Injektionsvätska, lösning;SOLINJ;40 E/ml
19960502000015;Ventoline® Diskus®;R03AC02;Inhalationspulver, avdelad dos;INPOPD;0,2 mg/dos
19960502000022;Risperdal®;N05AX08;Filmdragerad tablett;FICOTA;6 mg
19960502000039;Lamictal®;N03AX09;Tuggtablett/dispergerbar tablett;CHDITA;50 mg
19960502000046;Lamictal®;N03AX09;Tuggtablett/dispergerbar tablett;CHDITA;200 mg
19960503000014;Puregon®;G03GA06;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;50 IE
19960503000021;Puregon®;G03GA06;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;75 IE
19960503000038;Puregon®;G03GA06;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;100 IE
19960503000045;Puregon®;G03GA06;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;150 IE
19960508000019;Zerit®;J05AF04;Kapsel, hård;CAPHAR;15 mg
19960508000026;Zerit®;J05AF04;Kapsel, hård;CAPHAR;20 mg
19960508000033;Zerit®;J05AF04;Kapsel, hård;CAPHAR;30 mg
19960508000040;Zerit®;J05AF04;Kapsel, hård;CAPHAR;40 mg
19960508000057;Zerit®;J05AF04;Pulver till oral lösning;POORSO;1 mg/ml
19960524000017;Abelcet;J02AA01;Koncentrat till infusionsvätska, suspension;COSUIF;5 mg/ml
19960524000024;Daivonex®;D05AX02;Lösning för hårbotten;SCASOL;50 mikrogram/ml
19960524000031;Dolcontin®;N02AA01;Depotgranulat till oral suspension i dospåse;PRRGRD;20 mg
19960524000048;Dolcontin®;N02AA01;Depotgranulat till oral suspension i dospåse;PRRGRD;30 mg
19960524000055;Dolcontin®;N02AA01;Depotgranulat till oral suspension i dospåse;PRRGRD;60 mg
19960524000062;Dolcontin®;N02AA01;Depotgranulat till oral suspension i dospåse;PRRGRD;100 mg
19960524000086;Laktipex®;A06AD11;Oralt pulver i dospåse;ORPOSA;10 g
19960524000093;Cydectin vet.;QP54AB02;Oral lösning;ORASOL;1 mg/ml
19960524000116;Nebilet;C07AB12;Tablett;TABLET;5 mg
19960610000013;Rilutek®;N07XX02;Filmdragerad tablett;FICOTA;50 mg
19960611000012;Bondronat®;M05BA06;Koncentrat till infusionsvätska, lösning;COSINF;2 mg
19960614000019;Ruvax vet.;QI09AB03;Injektionsvätska, suspension;SUSINJ;
19960614000026;Parvoruvax vet.;QI09AL01;Injektionsvätska, suspension;SUSINJ;
19960614000033;Top Dent® fluor;A01AA01;Dentalgel;DENGEL;0,42 %  F
19960614000040;Follimin® 28;G03AA07;Tablett;TABLET;
19960614000057;Noskapin ACO;R05DA07;Oral suspension;ORASUS;2,5 mg/ml
19960614000064;Noskapin ACO;R05DA07;Tablett;TABLET;50 mg
19960621000019;Caelyx pegylated liposomal;L01DB01;Koncentrat till infusionsvätska, lösning;COSINF;2 mg/ml
19960625000015;Bondronat;M05BA06;Koncentrat till infusionsvätska, lösning;COSINF;1 mg/1 ml
19960625000022;Destara;M05BA06;Koncentrat till infusionsvätska, lösning;COSINF;1 mg/ml
19960627000013;Foradil®;R03AC13;Inhalationspulver;INHPOW;12 mikrogram
19960627000020;Cabaser®;N04BC06;Tablett;TABLET;1 mg
19960627000037;Cabaser®;N04BC06;Tablett;TABLET;2 mg
19960627000044;Cabaser;N04BC06;Tablett;TABLET;4 mg
19960627000051;Lanzo;A02BC03;Enterokapsel, hård;GARECH;15 mg
19960627000068;Metformin GEA;A10BA02;Filmdragerad tablett;FICOTA;500 mg
19960627000075;Metformin GEA;A10BA02;Filmdragerad tablett;FICOTA;850 mg
19960628000012;Neval;N05;Kapsel, hård;CAPHAR;
19960718000014;Xalatan®;S01EE01;Ögondroppar, lösning;EYDRSO;50 mikrogram/ml
19960719000013;Tritanrix HepB;J07CA05;Injektionsvätska, suspension;SUSINJ;
19960808000016;Epivir®;J05AF05;Filmdragerad tablett;FICOTA;150 mg
19960808000023;Epivir®;J05AF05;Oral lösning;ORASOL;10 mg/ml
19960815000016;Advocin® vet.;QJ01MA92;Injektionsvätska, lösning;SOLINJ;25 mg/ml
19960815000023;Agiopic;A06AB08;Sugtablett;LOZENG;5 mg
19960815000030;Cefaseptin vet.;QJ01DB01;Filmdragerad tablett;FICOTA;120 mg
19960815000047;Cefaseptin vet.;QJ01DB01;Filmdragerad tablett;FICOTA;600 mg
19960815000054;Isopto®-Plain;S01XA20;Ögondroppar, lösning i endosbehållare;EDSSDC;5 mg/ml
19960815000061;Rennie® Lakrits;A02AD01;Tuggtablett;CHETAB;680 mg/80 mg
19960815000078;Morfin Meda;N02AA01;Tablett;TABLET;20 mg
19960815000085;Movicol;A06AD65;Pulver till oral lösning i dospåse;POSOSA;
19960820000018;Kredex®;C07AG02;Tablett;TABLET;6,25 mg
19960821000017;Canesten®;G01AF02;Vaginaltablett och kräm;VGTACR;200 mg + 10 mg/g
19960826000029;Norvir;J05AE03;Oral lösning;ORASOL;80 mg/ml
19960829000019;Rapilysin®;B01AD07;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;10 E
19960830000015;Dikloxacillin Meda;J01CF01;Pulver till injektions-/infusionsvätska, lösning;POSOII;1 g
19960830000022;Differin®;D10AD03;Gel;GEL1;1 mg/g
19960830000039;Differin®;D10AD03;Kutan lösning;CUTSOL;1 mg/ml
19960830000046;Kalcipos®;A12AA04;Filmdragerad tablett;FICOTA;500 mg
19960913000017;Campral;N07BB03;Enterotablett;GARETA;333 mg
19960913000024;Ciproxin®;J01MA02;Granulat och vätska till oral suspension;GSORSU;50 mg/ml
19960913000031;Ciproxin®;J01MA02;Granulat och vätska till oral suspension;GSORSU;100 mg/ml
19960913000048;Embotape Vet;QP52AF02;Oral pasta;ORAPAS;400 mg/g
19960913000055;Clindabuc® vet;QJ01FF01;Tablett;TABLET;200 mg
19960913000062;Bimoxyl vet.;QJ01CA04;Injektionsvätska, suspension;SUSINJ;150 mg/ml
19960913000086;Gestapuran®;G03DA02;Tablett;TABLET;10 mg
19960913000093;Clindabuc® vet;QJ01FF01;Tablett;TABLET;75 mg
19960920000017;Twinrix® Vuxen;J07BC20;Injektionsvätska, suspension;SUSINJ;
19960927000041;Metformin Actavis;A10BA02;Filmdragerad tablett;FICOTA;500 mg
19960927000058;Metformin Actavis;A10BA02;Filmdragerad tablett;FICOTA;850 mg
19960927000065;Vancomycin Xellia;J01XA01;Pulver till infusionsvätska, lösning;POSOIF;500 mg
19960927000072;Vancomycin Xellia;J01XA01;Pulver till infusionsvätska, lösning;POSOIF;1 g
19960927000089;Zyprexa®;N05AH03;Dragerad tablett;COATAB;2,5 mg
19960927000096;Zyprexa®;N05AH03;Dragerad tablett;COATAB;5 mg
19960927000102;Zyprexa®;N05AH03;Dragerad tablett;COATAB;7,5 mg
19960927000119;Zyprexa®;N05AH03;Dragerad tablett;COATAB;10 mg
19960927000126;Diazepam Desitin;N05BA01;Rektallösning;RECSOL;5 mg
19960927000133;Diazepam Desitin;N05BA01;Rektallösning;RECSOL;10 mg
19961004000015;Cea-SCAN;V09IA01;Beredningssats för radioaktivt läkemedel;KIRAPR;1,25 mg
19961004000022;Invirase®;J05AE01;Kapsel, hård;CAPHAR;200 mg
19961004000046;CRIXIVAN®;J05AE02;Kapsel, hård;CAPHAR;200 mg
19961004000053;CRIXIVAN®;J05AE02;Kapsel, hård;CAPHAR;400 mg
19961011000015;Nicorette® Inhalator;N07BA01;Inhalationsånga, vätska;INVALI;10 mg
19961011000039;Monopril®;C09AA09;Tablett;TABLET;10 mg
19961011000046;Monopril®;C09AA09;Tablett;TABLET;20 mg
19961011000053;Monopril® comp;C09BA09;Tablett;TABLET;20/12,5 mg
19961011000060;Navelbine®;L01CA04;Koncentrat till infusionsvätska, lösning;COSINF;10 mg/ml
19961011000077;Dolcontin Unotard®;N02AA01;Depotkapsel, hård;PRRECH;30 mg
19961011000084;Dolcontin Unotard®;N02AA01;Depotkapsel, hård;PRRECH;60 mg
19961011000091;Dolcontin Unotard®;N02AA01;Depotkapsel, hård;PRRECH;90 mg
19961011000107;Dolcontin Unotard®;N02AA01;Depotkapsel, hård;PRRECH;120 mg
19961011000114;Dolcontin Unotard®;N02AA01;Depotkapsel, hård;PRRECH;150 mg
19961011000121;Dolcontin Unotard®;N02AA01;Depotkapsel, hård;PRRECH;200 mg
19961011000138;Structolipid®;B05BA02;Infusionsvätska, emulsion;EMUINF;200 mg/ml
19961011000145;Aciclovir Alpharma;J05AB01;Pulver till infusionsvätska, lösning;POSOIF;250 mg
19961014000012;Oxis® Turbuhaler®;R03AC13;Inhalationspulver;INHPOW;4,5 mikrogram/dos
19961014000029;Oxis® Turbuhaler®;R03AC13;Inhalationspulver;INHPOW;9 mikrogram/dos
19961018000018;Eurican DHPPI2 vet.;QI07AD04;Pulver och vätska till injektionsvätska, suspension;PSSUIJ;
19961025000018;Natriumjodid (I-131) Cis;V10XA01;Oral lösning;ORASOL;1110 MBq/ml
19961025000025;EpiPen;C01CA24;Injektionsvätska, lösning i förfylld injektionspenna;SOINPP;300 mikrogram
19961025000032;EpiPen jr;C01CA24;Injektionsvätska, lösning i förfylld injektionspenna;SOINPP;150 mikrogram
19961025000070;Otrivin® utan konserveringsmedel;R01AA07;Nässpray, lösning;NASPSO;0,5 mg/ml
19961025000087;Otrivin® utan konserveringsmedel;R01AA07;Nässpray, lösning;NASPSO;1 mg/ml
19961108000010;Pneumo 23®;J07AL01;Injektionsvätska, lösning;SOLINJ;
19961108000027;Fontex®;N06AB03;Dispergerbar tablett;DISTAB;20 mg
19961108000034;Soluvit Infant;B05XC;Pulver till infusionsvätska, lösning;POSOIF;
19961108000041;Divigel®;G03CA03;Gel;GEL1;0,5 mg
19961108000058;Imigran®;N02CC01;Nässpray, lösning;NASPSO;10 mg
19961108000065;Imigran®;N02CC01;Nässpray, lösning;NASPSO;20 mg
19961108000072;Divigel®;G03CA03;Gel;GEL1;1 mg
19961112000013;Hycamtin®;L01CE01;Pulver till koncentrat till infusionsvätska, lösning;PCSOIF;1 mg
19961115000010;Capsina®;N01BX04;Kräm;CREAM;0,075 %
19961122000010;Agiolax®;A06AC51;Granulat;GRANUL;
19961122000027;MIBG (I-123) MAP;V09IX01;Injektionsvätska, lösning;SOLINJ;52 MBq/ml
19961122000034;Pulmocis;V09EB01;Beredningssats för radioaktivt läkemedel;KIRAPR;2 mg
19961122000041;Icodial;B05DA;Peritonealdialysvätska;SOPEDI;
19961122000058;Fluoxetin Viatris;N06AB03;Kapsel, hård;CAPHAR;20 mg
19961122000065;Tallium (Tl-201) klorid CIS;V09GX01;Injektionsvätska, lösning;SOLINJ;37 MBq/ml
19961122000126;Requip®;N04BC04;Filmdragerad tablett;FICOTA;0,25 mg
19961122000133;Requip®;N04BC04;Filmdragerad tablett;FICOTA;0,5 mg
19961122000140;Requip®;N04BC04;Filmdragerad tablett;FICOTA;1 mg
19961122000157;Requip®;N04BC04;Filmdragerad tablett;FICOTA;2 mg
19961122000164;Requip®;N04BC04;Filmdragerad tablett;FICOTA;5 mg
19961206000011;Natriumjodid (I-131) MAP;V10XA01;Oral vätska;ORALIQ;0,37-740 MBq/ml
19961206000035;Hiberix;J07AG01;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;
